cimento,fck,fcj,ac,slump,dmax,agua,consumo_cimento,consumo_brita,consumo_areia,ar_incorporado,teor_argamassa
CP II 40,35,41.6,0.43,100,12.5,167,388.37,982.33,869.23,2,56
CP II 40,35,41.6,0.43,110,12.5,173,402.33,975.33,848.31,2,56
CP II 40,35,41.6,0.43,120,12.5,180,418.6,968.33,822.78,2,56
CP II 40,35,41.6,0.43,130,12.5,186,432.56,961.33,801.86,2,56
CP II 40,35,41.6,0.43,140,12.5,192,446.51,955,780.3,2,56
CP II 40,35,41.6,0.43,70,19,142,330.23,1010,957.85,2,56
CP II 40,35,41.6,0.43,80,19,149,346.51,1002,933.28,2,56
CP II 40,35,41.6,0.43,90,19,156,362.79,994,908.71,2,56
CP II 40,35,41.6,0.43,100,19,163,379.07,988,882.22,2,56
CP II 40,35,41.6,0.43,110,19,169,393.02,980,862.26,2,56
CP II 40,35,41.6,0.43,120,19,176,409.3,973,836.73,2,56
CP II 40,35,41.6,0.43,130,19,183,425.58,965,812.16,2,56
CP II 40,35,41.6,0.43,140,19,190,441.86,957,787.59,2,56
CP II 40,35,41.6,0.43,70,25,133,309.3,1020,989.71,2,56
CP II 40,35,41.6,0.43,80,25,140,325.58,1012,965.14,2,56
CP II 40,35,41.6,0.43,90,25,148,344.19,1004,935.97,2,56
CP II 40,35,41.6,0.43,100,25,155,360.47,996,911.4,2,56
CP II 40,35,41.6,0.43,110,25,163,379.07,988,882.22,2,56
CP II 40,35,41.6,0.43,120,25,170,395.35,980,857.65,2,56
CP II 40,35,41.6,0.43,130,25,178,413.95,972,828.48,2,56
CP II 40,35,41.6,0.43,140,25,185,430.23,964,803.91,2,56
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1013,872.12,2,55
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1007,854.85,2,55
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1002,836.61,2,55
CP II 40,35,41.6,0.43,100,9.5,175,406.98,996.33,819.02,2,55
CP II 40,35,41.6,0.43,110,9.5,180,418.6,990.83,801.26,2,55
CP II 40,35,41.6,0.43,120,9.5,185,430.23,985.33,783.51,2,55
CP II 40,35,41.6,0.43,130,9.5,190,441.86,979.83,765.75,2,55
CP II 40,35,41.6,0.43,140,9.5,195,453.49,974.33,748,2,55
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1027,913.97,2,55
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1019,889.4,2,55
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1011,869.43,2,55
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1005,847.55,2,55
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1000,824.72,2,55
CP II 40,35,41.6,0.43,120,12.5,180,418.6,992,800.15,2,55
CP II 40,35,41.6,0.43,130,12.5,186,432.56,985,779.23,2,55
CP II 40,35,41.6,0.43,140,12.5,192,446.51,977,759.26,2,55
CP II 40,35,41.6,0.43,70,19,142,330.23,1033,935.85,2,55
CP II 40,35,41.6,0.43,80,19,149,346.51,1025,911.28,2,55
CP II 40,35,41.6,0.43,90,19,156,362.79,1017,886.71,2,55
CP II 40,35,41.6,0.43,100,19,163,379.07,1009,862.14,2,55
CP II 40,35,41.6,0.43,110,19,169,393.02,1003,840.26,2,55
CP II 40,35,41.6,0.43,120,19,176,409.3,996,814.74,2,55
CP II 40,35,41.6,0.43,130,19,183,425.58,988,790.16,2,55
CP II 40,35,41.6,0.43,140,19,190,441.86,981,764.64,2,55
CP II 40,35,41.6,0.43,70,25,133,309.3,1042,968.67,2,55
CP II 40,35,41.6,0.43,80,25,140,325.58,1035,943.14,2,55
CP II 40,35,41.6,0.43,90,25,148,344.19,1027,913.97,2,55
CP II 40,35,41.6,0.43,100,25,155,360.47,1019.67,888.76,2,55
CP II 40,35,41.6,0.43,110,25,163,379.07,1010,861.18,2,55
CP II 40,35,41.6,0.43,120,25,170,395.35,1002,836.61,2,55
CP II 40,35,41.6,0.43,130,25,178,413.95,994,807.44,2,55
CP II 40,35,41.6,0.43,140,25,185,430.23,985,783.83,2,55
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1037,849.17,2,54
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1030,832.85,2,54
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1024,815.57,2,54
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1019,797.34,2,54
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1013,780.06,2,54
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1007,762.79,2,54
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1002,744.55,2,54
CP II 40,35,41.6,0.43,140,9.5,195,453.49,997,726.32,2,54
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1050,891.98,2,54
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1042,867.41,2,54
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1034,847.44,2,54
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1028,825.56,2,54
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1022,803.68,2,54
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1013,780.06,2,54
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1006,759.14,2,54
CP II 40,35,41.6,0.43,140,12.5,192,446.51,999,738.22,2,54
CP II 40,35,41.6,0.43,70,19,142,330.23,1057,912.9,2,54
CP II 40,35,41.6,0.43,80,19,149,346.51,1048,889.28,2,54
CP II 40,35,41.6,0.43,90,19,156,362.79,1040,864.71,2,54
CP II 40,35,41.6,0.43,100,19,163,379.07,1033,839.19,2,54
CP II 40,35,41.6,0.43,110,19,169,393.02,1025,819.22,2,54
CP II 40,35,41.6,0.43,120,19,176,409.3,1017,794.65,2,54
CP II 40,35,41.6,0.43,130,19,183,425.58,1009,770.08,2,54
CP II 40,35,41.6,0.43,140,19,190,441.86,1002,744.55,2,54
CP II 40,35,41.6,0.43,70,25,133,309.3,1067,944.76,2,54
CP II 40,35,41.6,0.43,80,25,140,325.58,1059,920.19,2,54
CP II 40,35,41.6,0.43,90,25,148,344.19,1049,892.93,2,54
CP II 40,35,41.6,0.43,100,25,155,360.47,1042,867.41,2,54
CP II 40,35,41.6,0.43,110,25,163,379.07,1033,839.19,2,54
CP II 40,35,41.6,0.43,120,25,170,395.35,1024,815.57,2,54
CP II 40,35,41.6,0.43,130,25,178,413.95,1015,787.36,2,54
CP II 40,35,41.6,0.43,140,25,185,430.23,1007,762.79,2,54
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1060,827.18,2,53
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1053,810.86,2,53
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1047,793.58,2,53
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1042,775.35,2,53
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1036,758.07,2,53
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1029,741.75,2,53
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1024,723.51,2,53
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1018,706.24,2,53
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1073,869.98,2,53
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1064,846.37,2,53
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1057,825.44,2,53
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1051,803.56,2,53
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1043,783.59,2,53
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1035,759.02,2,53
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1028,738.1,2,53
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1021,717.18,2,53
CP II 40,35,41.6,0.43,70,19,142,330.23,1080,890.9,2,53
CP II 40,35,41.6,0.43,80,19,149,346.51,1072,866.33,2,53
CP II 40,35,41.6,0.43,90,19,156,362.79,1063,842.72,2,53
CP II 40,35,41.6,0.43,100,19,163,379.07,1054.67,818.47,2,53
CP II 40,35,41.6,0.43,110,19,169,393.02,1048,797.23,2,53
CP II 40,35,41.6,0.43,120,19,176,409.3,1040,772.66,2,53
CP II 40,35,41.6,0.43,130,19,183,425.58,1032,748.08,2,53
CP II 40,35,41.6,0.43,140,19,190,441.86,1024,723.51,2,53
CP II 40,35,41.6,0.43,70,25,133,309.3,1091,921.81,2,53
CP II 40,35,41.6,0.43,80,25,140,325.58,1081,899.15,2,53
CP II 40,35,41.6,0.43,90,25,148,344.19,1073,869.98,2,53
CP II 40,35,41.6,0.43,100,25,155,360.47,1063.67,846.68,2,53
CP II 40,35,41.6,0.43,110,25,163,379.07,1054.67,818.47,2,53
CP II 40,35,41.6,0.43,120,25,170,395.35,1047,793.58,2,53
CP II 40,35,41.6,0.43,130,25,178,413.95,1039,764.41,2,53
CP II 40,35,41.6,0.43,140,25,185,430.23,1029,741.75,2,53
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1082,806.14,2,52
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1075,789.82,2,52
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1069,772.54,2,52
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1064,754.31,2,52
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1058,737.03,2,52
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1052,719.75,2,52
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1046,702.47,2,52
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1041,684.24,2,52
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1097,847.03,2,52
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1087,824.37,2,52
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1080,803.45,2,52
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1073,782.52,2,52
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1067,760.64,2,52
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1059,736.07,2,52
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1051,716.11,2,52
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1043,696.14,2,52
CP II 40,35,41.6,0.43,70,19,142,330.23,1103,868.91,2,52
CP II 40,35,41.6,0.43,80,19,149,346.51,1094,845.29,2,52
CP II 40,35,41.6,0.43,90,19,156,362.79,1086,820.72,2,52
CP II 40,35,41.6,0.43,100,19,163,379.07,1077.33,796.79,2,52
CP II 40,35,41.6,0.43,110,19,169,393.02,1071,775.23,2,52
CP II 40,35,41.6,0.43,120,19,176,409.3,1062,751.62,2,52
CP II 40,35,41.6,0.43,130,19,183,425.58,1054,727.04,2,52
CP II 40,35,41.6,0.43,140,19,190,441.86,1046,702.47,2,52
CP II 40,35,41.6,0.43,70,25,133,309.3,1113,900.77,2,52
CP II 40,35,41.6,0.43,80,25,140,325.58,1105,876.2,2,52
CP II 40,35,41.6,0.43,90,25,148,344.19,1095,848.94,2,52
CP II 40,35,41.6,0.43,100,25,155,360.47,1087,824.37,2,52
CP II 40,35,41.6,0.43,110,25,163,379.07,1077.33,796.79,2,52
CP II 40,35,41.6,0.43,120,25,170,395.35,1070,771.58,2,52
CP II 40,35,41.6,0.43,130,25,178,413.95,1061,743.37,2,52
CP II 40,35,41.6,0.43,140,25,185,430.23,1052,719.75,2,52
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1105,784.14,2,51
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1099,766.86,2,51
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1092,750.54,2,51
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1085.67,733.58,2,51
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1080,715.99,2,51
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1075,697.76,2,51
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1068,681.43,2,51
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1062,664.16,2,51
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1118,826.94,2,51
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1110,802.37,2,51
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1104,780.49,2,51
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1096.67,759.89,2,51
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1089.67,738.96,2,51
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1081,715.03,2,51
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1074,694.11,2,51
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1067,673.19,2,51
CP II 40,35,41.6,0.43,70,19,142,330.23,1127,845.95,2,51
CP II 40,35,41.6,0.43,80,19,149,346.51,1117,823.3,2,51
CP II 40,35,41.6,0.43,90,19,156,362.79,1109,798.73,2,51
CP II 40,35,41.6,0.43,100,19,163,379.07,1102,773.2,2,51
CP II 40,35,41.6,0.43,110,19,169,393.02,1093,754.19,2,51
CP II 40,35,41.6,0.43,120,19,176,409.3,1085,729.62,2,51
CP II 40,35,41.6,0.43,130,19,183,425.58,1076,706,2,51
CP II 40,35,41.6,0.43,140,19,190,441.86,1068,681.43,2,51
CP II 40,35,41.6,0.43,70,25,133,309.3,1138,876.86,2,51
CP II 40,35,41.6,0.43,80,25,140,325.58,1129,853.25,2,51
CP II 40,35,41.6,0.43,90,25,148,344.19,1120,825.03,2,51
CP II 40,35,41.6,0.43,100,25,155,360.47,1111,801.42,2,51
CP II 40,35,41.6,0.43,110,25,163,379.07,1102,773.2,2,51
CP II 40,35,41.6,0.43,120,25,170,395.35,1093,749.59,2,51
CP II 40,35,41.6,0.43,130,25,178,413.95,1084,721.37,2,51
CP II 40,35,41.6,0.43,140,25,185,430.23,1075,697.76,2,51
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1127,763.1,2,50
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1121,745.82,2,50
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1115,728.55,2,50
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1109,711.27,2,50
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1103,693.99,2,50
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1097,676.72,2,50
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1091,659.44,2,50
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1085,642.16,2,50
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1143,803.03,2,50
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1134,779.42,2,50
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1127,758.5,2,50
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1119,738.53,2,50
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1111,718.56,2,50
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1104,693.04,2,50
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1095,674.03,2,50
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1089,652.15,2,50
CP II 40,35,41.6,0.43,70,19,142,330.23,1150,823.96,2,50
CP II 40,35,41.6,0.43,80,19,149,346.51,1142,799.39,2,50
CP II 40,35,41.6,0.43,90,19,156,362.79,1133,775.77,2,50
CP II 40,35,41.6,0.43,100,19,163,379.07,1124.67,751.52,2,50
CP II 40,35,41.6,0.43,110,19,169,393.02,1116.17,732.03,2,50
CP II 40,35,41.6,0.43,120,19,176,409.3,1107.67,707.94,2,50
CP II 40,35,41.6,0.43,130,19,183,425.58,1099.17,683.85,2,50
CP II 40,35,41.6,0.43,140,19,190,441.86,1090.67,659.76,2,50
CP II 40,35,41.6,0.43,70,25,133,309.3,1160,855.82,2,50
CP II 40,35,41.6,0.43,80,25,140,325.58,1152,831.25,2,50
CP II 40,35,41.6,0.43,90,25,148,344.19,1143,803.03,2,50
CP II 40,35,41.6,0.43,100,25,155,360.47,1134.67,778.78,2,50
CP II 40,35,41.6,0.43,110,25,163,379.07,1125,751.2,2,50
CP II 40,35,41.6,0.43,120,25,170,395.35,1115,728.55,2,50
CP II 40,35,41.6,0.43,130,25,178,413.95,1105,701.29,2,50
CP II 40,35,41.6,0.43,140,25,185,430.23,1097,676.72,2,50
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1150,741.1,2,49
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1145,722.87,2,49
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1138,706.55,2,49
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1132.33,688.95,2,49
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1126.33,671.68,2,49
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1118,656.63,2,49
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1112,639.35,2,49
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1106,622.08,2,49
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1165,781.99,2,49
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1157,757.42,2,49
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1149,737.46,2,49
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1141,717.49,2,49
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1135,695.61,2,49
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1125,672.95,2,49
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1117,652.99,2,49
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1111,631.11,2,49
CP II 40,35,41.6,0.43,70,19,142,330.23,1172,802.92,2,49
CP II 40,35,41.6,0.43,80,19,149,346.51,1165,777.39,2,49
CP II 40,35,41.6,0.43,90,19,156,362.79,1155,754.73,2,49
CP II 40,35,41.6,0.43,100,19,163,379.07,1147,730.16,2,49
CP II 40,35,41.6,0.43,110,19,169,393.02,1138.5,710.67,2,49
CP II 40,35,41.6,0.43,120,19,176,409.3,1130,686.58,2,49
CP II 40,35,41.6,0.43,130,19,183,425.58,1121.5,662.49,2,49
CP II 40,35,41.6,0.43,140,19,190,441.86,1113,638.4,2,49
CP II 40,35,41.6,0.43,70,25,133,309.3,1184,832.87,2,49
CP II 40,35,41.6,0.43,80,25,140,325.58,1176,808.3,2,49
CP II 40,35,41.6,0.43,90,25,148,344.19,1165,781.99,2,49
CP II 40,35,41.6,0.43,100,25,155,360.47,1156,758.38,2,49
CP II 40,35,41.6,0.43,110,25,163,379.07,1146.5,730.64,2,49
CP II 40,35,41.6,0.43,120,25,170,395.35,1137,707.51,2,49
CP II 40,35,41.6,0.43,130,25,178,413.95,1127.5,679.77,2,49
CP II 40,35,41.6,0.43,140,25,185,430.23,1118,656.63,2,49
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1174,718.15,2,48
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1167,701.83,2,48
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1160,685.51,2,48
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1155,667.28,2,48
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1148,650.96,2,48
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1141,634.64,2,48
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1134,618.31,2,48
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1129,600.08,2,48
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1189,759.04,2,48
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1181,734.47,2,48
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1171,716.42,2,48
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1164,695.49,2,48
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1156,675.53,2,48
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1147,651.91,2,48
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1139,631.95,2,48
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1132,611.02,2,48
CP II 40,35,41.6,0.43,70,19,142,330.23,1197,779.01,2,48
CP II 40,35,41.6,0.43,80,19,149,346.51,1187,756.35,2,48
CP II 40,35,41.6,0.43,90,19,156,362.79,1179,731.78,2,48
CP II 40,35,41.6,0.43,100,19,163,379.07,1169.67,708.49,2,48
CP II 40,35,41.6,0.43,110,19,169,393.02,1163,687.24,2,48
CP II 40,35,41.6,0.43,120,19,176,409.3,1154,663.63,2,48
CP II 40,35,41.6,0.43,130,19,183,425.58,1145,640.02,2,48
CP II 40,35,41.6,0.43,140,19,190,441.86,1136,616.4,2,48
CP II 40,35,41.6,0.43,70,25,133,309.3,1207,810.87,2,48
CP II 40,35,41.6,0.43,80,25,140,325.58,1199,786.3,2,48
CP II 40,35,41.6,0.43,90,25,148,344.19,1189,759.04,2,48
CP II 40,35,41.6,0.43,100,25,155,360.47,1180.33,735.11,2,48
CP II 40,35,41.6,0.43,110,25,163,379.07,1169,709.12,2,48
CP II 40,35,41.6,0.43,120,25,170,395.35,1160,685.51,2,48
CP II 40,35,41.6,0.43,130,25,178,413.95,1151,657.29,2,48
CP II 40,35,41.6,0.43,140,25,185,430.23,1142,633.68,2,48
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1196,697.11,2,47
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1190,679.83,2,47
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1184,662.56,2,47
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1176,647.19,2,47
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1170,629.92,2,47
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1164,612.64,2,47
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1158,595.36,2,47
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1151,579.04,2,47
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1211,738,2,47
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1203,713.43,2,47
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1195,693.46,2,47
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1187,673.5,2,47
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1179,653.53,2,47
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1171,628.96,2,47
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1163,608.99,2,47
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1155,589.03,2,47
CP II 40,35,41.6,0.43,70,19,142,330.23,1219,757.97,2,47
CP II 40,35,41.6,0.43,80,19,149,346.51,1211,733.4,2,47
CP II 40,35,41.6,0.43,90,19,156,362.79,1201,710.74,2,47
CP II 40,35,41.6,0.43,100,19,163,379.07,1192.33,686.81,2,47
CP II 40,35,41.6,0.43,110,19,169,393.02,1185,666.2,2,47
CP II 40,35,41.6,0.43,120,19,176,409.3,1176,642.59,2,47
CP II 40,35,41.6,0.43,130,19,183,425.58,1165.33,620.57,2,47
CP II 40,35,41.6,0.43,140,19,190,441.86,1156.33,596.96,2,47
CP II 40,35,41.6,0.43,70,25,133,309.3,1231,787.92,2,47
CP II 40,35,41.6,0.43,80,25,140,325.58,1223,763.35,2,47
CP II 40,35,41.6,0.43,90,25,148,344.19,1213,736.09,2,47
CP II 40,35,41.6,0.43,100,25,155,360.47,1202,714.39,2,47
CP II 40,35,41.6,0.43,110,25,163,379.07,1193,686.17,2,47
CP II 40,35,41.6,0.43,120,25,170,395.35,1184,662.56,2,47
CP II 40,35,41.6,0.43,130,25,178,413.95,1172,637.21,2,47
CP II 40,35,41.6,0.43,140,25,185,430.23,1164,612.64,2,47
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1219,675.11,2,46
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1213,657.84,2,46
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1207,640.56,2,46
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1199,625.2,2,46
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1193,607.92,2,46
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1187,590.64,2,46
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1179,575.28,2,46
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1173,558,2,46
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1235,715.05,2,46
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1227,690.48,2,46
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1219,670.51,2,46
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1211,650.54,2,46
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1203,630.58,2,46
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1193,607.92,2,46
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1185,587.95,2,46
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1177,567.99,2,46
CP II 40,35,41.6,0.43,70,19,142,330.23,1243,735.01,2,46
CP II 40,35,41.6,0.43,80,19,149,346.51,1235,710.44,2,46
CP II 40,35,41.6,0.43,90,19,156,362.79,1225,687.79,2,46
CP II 40,35,41.6,0.43,100,19,163,379.07,1216.33,663.86,2,46
CP II 40,35,41.6,0.43,110,19,169,393.02,1207.33,644.84,2,46
CP II 40,35,41.6,0.43,120,19,176,409.3,1198.33,621.23,2,46
CP II 40,35,41.6,0.43,130,19,183,425.58,1189.33,597.62,2,46
CP II 40,35,41.6,0.43,140,19,190,441.86,1180.33,574,2,46
CP II 40,35,41.6,0.43,70,25,133,309.3,1255,764.97,2,46
CP II 40,35,41.6,0.43,80,25,140,325.58,1247,740.4,2,46
CP II 40,35,41.6,0.43,90,25,148,344.19,1235,715.05,2,46
CP II 40,35,41.6,0.43,100,25,155,360.47,1225.67,691.75,2,46
CP II 40,35,41.6,0.43,110,25,163,379.07,1215.67,664.49,2,46
CP II 40,35,41.6,0.43,120,25,170,395.35,1205.67,641.84,2,46
CP II 40,35,41.6,0.43,130,25,178,413.95,1195.67,614.58,2,46
CP II 40,35,41.6,0.43,140,25,185,430.23,1185.67,591.92,2,46
CP II 40,35,41.6,0.43,70,9.5,160,372.09,1243,652.16,2,45
CP II 40,35,41.6,0.43,80,9.5,165,383.72,1235,636.8,2,45
CP II 40,35,41.6,0.43,90,9.5,170,395.35,1229,619.52,2,45
CP II 40,35,41.6,0.43,100,9.5,175,406.98,1221.67,603.52,2,45
CP II 40,35,41.6,0.43,110,9.5,180,418.6,1214.67,587.2,2,45
CP II 40,35,41.6,0.43,120,9.5,185,430.23,1207.67,570.88,2,45
CP II 40,35,41.6,0.43,130,9.5,190,441.86,1200.67,554.56,2,45
CP II 40,35,41.6,0.43,140,9.5,195,453.49,1195,536.96,2,45
CP II 40,35,41.6,0.43,70,12.5,148,344.19,1259,692.1,2,45
CP II 40,35,41.6,0.43,80,12.5,155,360.47,1249,669.44,2,45
CP II 40,35,41.6,0.43,90,12.5,161,374.42,1241,649.47,2,45
CP II 40,35,41.6,0.43,100,12.5,167,388.37,1233,629.5,2,45
CP II 40,35,41.6,0.43,110,12.5,173,402.33,1225,609.54,2,45
CP II 40,35,41.6,0.43,120,12.5,180,418.6,1216,585.92,2,45
CP II 40,35,41.6,0.43,130,12.5,186,432.56,1207,566.91,2,45
CP II 40,35,41.6,0.43,140,12.5,192,446.51,1198,547.9,2,45
CP II 40,35,41.6,0.43,70,19,142,330.23,1266,713.02,2,45
CP II 40,35,41.6,0.43,80,19,149,346.51,1257,689.4,2,45
CP II 40,35,41.6,0.43,90,19,156,362.79,1248,665.79,2,45
CP II 40,35,41.6,0.43,100,19,163,379.07,1239,642.18,2,45
CP II 40,35,41.6,0.43,110,19,169,393.02,1230,623.17,2,45
CP II 40,35,41.6,0.43,120,19,176,409.3,1221,599.55,2,45
CP II 40,35,41.6,0.43,130,19,183,425.58,1212,575.94,2,45
CP II 40,35,41.6,0.43,140,19,190,441.86,1201,554.24,2,45
